configuration,channel,median_trial_std_uv,median_trial_peak_to_peak_uv,median_channel_correlation,line_noise_ratio_50hz,median_edge_to_middle_rms_ratio,suspect,suspect_reasons
bandpass_0p5_45,E31,51.917281019089266,171.33907887065746,0.6725761238489606,34346.283081200454,0.9998354607972184,True,variance_outlier;low_correlation
bandpass_0p5_45,E32,91.93216858932055,411.4237075291963,0.964825254822835,7511.862418189603,0.991797668852892,False,
bandpass_0p5_45,E33,94.60973791024543,412.93301023791946,0.9652998213998583,8647.190439109756,0.9997868982074721,False,
bandpass_0p5_45,E34,100.6810954505062,520.5199515448792,0.9543393114742238,5122.90474555655,0.9963502077485124,False,
bandpass_0p5_45,E35,94.14674629322634,426.23015424975074,0.9515385979055105,14450.790901866652,1.0074219742118604,False,
bandpass_0p5_45,E36,91.16073867715345,396.48211919020974,0.9532361001704489,14905.213572256205,1.0029530617539872,False,
bandpass_0p5_45,E37,40.75056318461838,186.63627300553622,0.8785605053552132,8249.128196328222,1.0047793221313175,True,variance_outlier;low_correlation
bandpass_0p5_45,E38,105.66276250706768,449.8331188333594,0.9638238406995945,10838.829096576823,1.0050340166512046,False,
bandpass_0p5_45,E39,97.07023666824827,540.4132289235674,0.9638104473881774,3100.7147075645616,0.9920953659651885,False,
bandpass_0p5_45,E40,100.12522009073247,587.6282335565286,0.9610419333227602,2552.411916187282,0.9960591579914552,False,
bandpass_0p5_45,E41,84.43007016326634,363.5897106153341,0.9703299392858408,10754.145462166238,1.0095151743359423,False,
bandpass_0p5_45,E42,33.06670459692887,176.56524650850042,0.8446641909302195,3546.8757429520506,0.9841389564980062,True,variance_outlier;low_correlation
bandpass_0p5_45,E43,104.57262400355539,476.454984874032,0.9584363647222455,14113.249240801073,0.9967224702165636,False,
bandpass_0p5_45,E44,94.05303935286821,402.4401352613979,0.9688396540121207,10761.218156432744,0.9899793967116489,False,
bandpass_0p5_45,E45,96.85816162149737,521.6511530615971,0.9495627899013183,2106.9616435970233,0.9984420297043204,False,
bandpass_0p5_45,E46,94.31578429817235,454.3941636498773,0.9592135539939313,3426.735815873865,0.9934227278403567,False,
bandpass_0p5_45,E47,88.18046154806524,324.90067531370073,0.96836511788234,19478.24907162385,1.0037944355289412,False,
bandpass_0p5_45,E48,113.26462217912287,534.0182531905111,0.9451527659383371,11539.449450586892,1.0120028765909805,False,
bandpass_0p5_45,E49,102.08674994208491,440.16965372706295,0.960528808851191,14321.980001308872,0.9948796567141187,False,
bandpass_0p5_45,E50,313.76641814245886,2063.139688974388,0.44785756318209907,1103.0261085214513,1.0349650631165157,True,variance_outlier;peak_to_peak_outlier;low_correlation
bandpass_0p5_45,E51,81.50437839781578,318.79668315988624,0.9364327743531405,17021.215517324465,0.9946081441596778,False,
bandpass_0p5_45,E52,92.95089910157398,357.12953721227495,0.9667342387668423,20642.01478594326,0.9950404654926127,False,
bandpass_0p5_45,E53,24.50736952792692,144.63139571725998,0.34595228648135784,3148.283825162221,0.9921766808156857,True,variance_outlier;low_correlation
bandpass_0p5_45,E54,182.90771907737877,584.809421839087,-0.918573295034867,81214.39120686059,0.9996975653029505,True,variance_outlier;low_correlation
bandpass_0p5_45,E55,72.40261400111493,248.04304124635394,-0.9009272827188409,71727.45647652516,0.9987064585044553,True,low_correlation
bandpass_0p5_45,E56,120.62556663265282,775.8075822490077,0.8721364928437272,17847.17062774045,0.9916160202337851,True,low_correlation
bandpass_0p5_45,E57,97.6719084949491,408.3739710211512,0.9621520066074899,13023.114035631424,0.9974153443195359,False,
bandpass_0p5_45,E58,98.22820248331129,387.0083711424095,0.9695360065946893,13641.106989374479,0.9962997164400024,False,
bandpass_0p5_45,E59,90.07081229069327,344.84537236780795,0.9529555303370071,18979.974826369893,1.0048006683438904,False,
bandpass_0p5_45,E60,64.79937638441042,261.5216706691444,0.8553293454142092,16529.0940335703,1.0042748389385574,True,low_correlation
bandpass_0p5_45,E61,34.404240789840806,167.392793809255,0.7538536079885436,9955.27285867625,1.0111881697800922,True,variance_outlier;low_correlation
bandpass_0p5_45,E62,77.20580611848189,295.9516510948975,0.9520154582833609,43789.3245533283,1.0002643804880615,False,
bandpass_0p5_45,E63,110.54595058275866,547.7066553770362,0.9309171607459916,20055.6792642182,0.985206145203173,False,
bandpass_0p5_45,E64,105.5354191856517,452.799915213584,0.9668938600011677,19765.37555108635,1.0078261461395368,False,
bandpass_0p5_45,E65,102.65894380440177,392.2044306947971,0.9721183386911263,27733.435224473942,0.9949479692525303,False,
bandpass_0p5_45,E66,99.92385640447172,376.3091175374532,0.9659613097105747,28321.21696999603,0.9946606038709396,False,
bandpass_0p5_45,E67,91.90699883175375,350.2164721564063,0.9670208344019895,39613.56662379051,1.0039172603397157,False,
bandpass_0p5_45,E68,115.51515281944131,580.9064076870508,0.9310131508315292,21397.355007120772,1.0108604866533348,False,
bandpass_0p5_45,E69,107.42913421555653,451.6608327186797,0.9567338683475147,14011.144106241225,1.0014092837424813,False,
bandpass_0p5_45,E70,106.79115400393937,414.59509520592655,0.9700258382756103,34926.31122136363,1.0046897213279469,False,
bandpass_0p5_45,E71,98.1498603275585,377.78110248138285,0.9611109078910944,44816.77338001558,1.006176470172661,False,
bandpass_0p5_45,E72,98.70218782928563,374.2145041351802,0.9658955610740814,49220.68111908409,1.0060818879203588,False,
bandpass_0p5_45,E73,70.02043778862559,390.3924535650696,0.9173547361537348,6599.165128280262,1.0128265488917623,False,
bandpass_0p5_45,E74,99.54847558867304,401.4822749820273,0.9653133426199612,14082.162429867045,0.9984112534760321,False,
bandpass_0p5_45,E75,90.42496410232542,363.9134794503929,0.967470107296536,34778.84352842826,1.0029291991986566,False,
bandpass_0p5_45,E76,91.39763594894403,358.1285956642876,0.9464322234738922,41302.491037077285,1.0036670402846577,False,
bandpass_0p5_45,E77,92.24318139849599,352.76128304627,0.9387298184143118,45352.17494484292,1.0002559319703663,False,
bandpass_0p5_45,E78,57.600635095167696,230.2095546674056,0.9054962880587245,30538.43925902355,0.9949071718978235,True,variance_outlier
bandpass_0p5_45,E79,198.33801745078742,618.131860243222,-0.9479631983859185,104453.71242878318,1.0048248957481596,True,variance_outlier;low_correlation
bandpass_0p5_45,E80,176.20044410322214,529.0300921526913,-0.9320625698599643,93708.61675839016,1.0006291033441663,True,variance_outlier;low_correlation
bandpass_0p5_45,E81,100.9440737096801,400.89418578359476,0.9600856865290837,15749.870870173818,1.0058697760805553,False,
bandpass_0p5_45,E82,96.94095750097364,392.6432110150573,0.9688027676127736,19017.084713015553,1.0013728196365235,False,
bandpass_0p5_45,E83,97.34291744468912,378.0519318604174,0.9584894182895174,37115.17667255436,1.005466713126578,False,
bandpass_0p5_45,E84,99.19264275985033,375.09074349894763,0.9650713122999479,39882.487026458584,1.0027336915313818,False,
bandpass_0p5_45,E85,88.05152067205901,322.24444398600235,0.9684954185481656,33878.68859809124,1.0023702916736912,False,
bandpass_0p5_45,E86,77.74496861793537,294.8641328234659,0.9596059803096574,25720.673228198903,1.000193020655052,False,
bandpass_0p5_45,E87,160.12185042706682,492.0116299066838,-0.9275059583197418,81063.16753854752,1.0032549555490626,True,variance_outlier;low_correlation
bandpass_0p5_45,E88,94.0706527711804,442.4076583298257,0.9663791050301922,19016.917147171185,1.0021464092891175,False,
bandpass_0p5_45,E89,97.20498710699668,391.4893774253878,0.9693134046281614,24932.3787659867,1.002440199018659,False,
bandpass_0p5_45,E90,95.53659221444785,372.5586343984326,0.9702999208692117,29603.49110563649,1.0047735006600955,False,
bandpass_0p5_45,E91,88.70377432254622,334.74615057281835,0.9680679454090436,27144.84986897993,1.0038594620670664,False,
bandpass_0p5_45,E92,87.73722281822901,336.7250811509446,0.9609317945757074,23025.753336046368,0.9986600827006574,False,
bandpass_0p5_45,E93,82.13362066184243,309.62490903549974,0.9682063923435804,16959.727835283888,0.995958868081656,False,
bandpass_0p5_45,E94,100.22062000569473,448.69014444985254,0.9569378634224431,19901.40320945908,0.9996684548619881,False,
bandpass_0p5_45,E95,95.93429393414439,387.88151884764505,0.9680374174445757,21565.948779998478,0.9987677453668911,False,
bandpass_0p5_45,E96,90.10657820883785,358.7908337485745,0.9688364754209497,19931.814351064426,1.0044265822073648,False,
bandpass_0p5_45,E97,98.58629579983231,400.9127321632927,0.9724672292560974,16224.634578794483,0.9997965828208709,False,
bandpass_0p5_45,E98,88.66621958681944,363.847603761215,0.9734846559568342,16523.390436984853,0.99675967104526,False,
bandpass_0p5_45,E99,85.60488788066087,543.0026390175826,0.936139205182798,14305.716194543451,0.9864225550337167,False,
bandpass_0p5_45,E100,96.04795161612755,420.0982526620502,0.9519939375484677,16665.520264827035,1.0009231231435969,False,
bandpass_0p5_45,E101,101.40705683016482,391.89129491334825,0.9713628896057109,14719.833826198665,1.001672098802009,False,
bandpass_0p5_45,E102,86.72838667991714,349.29012560466913,0.9710585445675004,17285.019979318604,0.9963698694185374,False,
bandpass_0p5_45,E103,5914.459781308125,45412.7220905086,-0.12618547168953806,21617.822817535696,0.8475399063656481,True,variance_outlier;peak_to_peak_outlier;low_correlation
bandpass_0p5_45,E104,19.94463142721241,198.45284004936283,-0.42995012090078744,1003.142466389948,1.0055872439881348,True,variance_outlier;low_correlation
bandpass_0p5_45,E105,78.47181731179298,296.6007002135241,-0.9246047200309891,45559.78201966543,1.0054967823061032,True,low_correlation
bandpass_0p5_45,E106,70.08025773643205,228.877339834078,0.9659995635235807,46554.3965682253,1.0030941786311327,False,
bandpass_0p5_45,E107,113.06840583935194,647.3858370367523,0.9491179546987406,13505.286520379783,0.9911285421227499,False,
bandpass_0p5_45,E108,103.91822331487336,670.1518909503186,0.8257809092182814,6563.379986117216,0.9983182208976551,True,low_correlation
bandpass_0p5_45,E109,75.14289337130084,379.92349183642466,0.893852362394538,5616.4198521170465,0.9992697105852906,True,low_correlation
bandpass_0p5_45,E110,45.20359722517912,226.50122981056597,0.725218948343771,6017.93051893934,1.0038490472572885,True,variance_outlier;low_correlation
